,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1_Expected Annual Damage,A.1_Dike Investment Costs,A.1_Expected Number of Deaths,A.2_Expected Annual Damage,A.2_Dike Investment Costs,A.2_Expected Number of Deaths,A.3_Expected Annual Damage,A.3_Dike Investment Costs,A.3_Expected Number of Deaths,A.4_Expected Annual Damage,A.4_Dike Investment Costs,A.4_Expected Number of Deaths,A.5_Expected Annual Damage,A.5_Dike Investment Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
78,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,1,0,7,2,9,9,7,7,8,6,1,6,0,7,0,3,0.0,115272862.040791,0.0,0.0,345992633.2448615,0.0,0.0,133368518.33047336,0.0,0.0,19337348.34775413,0.0,0.0,82593104.13074732,0.0,1366900000.0,0.0
79,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,3,9,1,6,1,0,0,7,6,5,10,0,1,1,7,5,0.0,214468013.94474554,0.0,10029637.650749506,38245121.951764055,0.0014061037483658063,0.0,118518738.69004363,0.0,0.0,29229280.98454815,0.0,0.0,118728379.73363557,0.0,869900000.0,663.6101428926347
80,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,2,1,3,0,5,2,7,8,5,0,9,0,5,9,2,6,0.0,76431543.68310125,0.0,0.0,202817479.69587022,0.0,0.0,74964671.67903003,0.0,0.0,33121261.295656584,0.0,0.0,148712442.75225484,0.0,1043500000.0,0.0
81,0,1,1,0,0,1,1,0,1,1,1,1,0,1,1,4,7,4,6,1,7,6,2,1,5,3,6,4,5,6,0,0.0,216541799.28805792,0.0,1964334.8735370147,200478803.72368535,0.00027261931472842126,0.0,75730719.19444877,0.0,0.0,35493319.36033734,0.0,0.0,84317877.34823732,0.0,1324200000.0,152.10153414870265
82,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1,3,6,1,2,6,8,2,2,7,5,7,0,7,0,5,5,0.0,147848759.27215046,0.0,0.0,234013146.2154889,0.0,0.0,97735277.85074407,0.0,0.0,32304948.475029543,0.0,6109909.467420475,80062858.44864091,0.0008109168002177438,1420800000.0,474.17276184997377
83,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,2,3,2,5,4,4,5,3,9,5,8,4,1,5,0,1,0.0,147343878.22871023,0.0,0.0,192124581.04450518,0.0,0.0,112213752.56154,0.0,0.0,38253795.54135914,0.0,0.0,66294113.011456475,0.0,741100000.0,0.0
84,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1,1,0,0,5,3,6,8,4,7,4,2,5,4,2,5,6,0.0,53972506.18695759,0.0,0.0,230868900.1736489,0.0,0.0,103757521.64731707,0.0,0.0,31436225.707808636,0.0,0.0,117756988.89373621,0.0,1390100000.0,0.0
85,0,1,0,0,0,1,1,0,0,1,1,1,0,0,1,1,3,6,5,6,0,0,1,6,3,1,5,2,1,10,2,0.0,182478543.38301352,0.0,0.0,66045103.44010488,0.0,1032771.1459309931,83385434.83688812,0.0008114217189575952,0.0,26737564.544374734,0.0,0.0,125111777.95723096,0.0,952800000.0,27.270590675159077
86,1,0,0,1,0,0,0,1,0,1,1,0,1,1,0,3,0,10,6,5,7,4,4,9,7,6,0,5,4,3,1,0.0,180071436.58084375,0.0,0.0,225994404.34691143,0.0,0.0,125820356.14168115,0.0,0.0,26127534.665142894,0.0,0.0,99770843.99676661,0.0,1087700000.0,0.0
87,0,1,1,1,1,0,1,1,0,1,0,1,0,1,1,2,10,3,5,5,0,0,1,5,2,10,4,1,4,1,6,0.0,237823242.8924073,0.0,0.0,59410102.93073928,0.0,0.0,77200940.92981233,0.0,0.0,44068493.56527531,0.0,0.0,109657142.11399584,0.0,1420800000.0,0.0
88,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,5,5,7,6,6,5,6,10,1,5,6,5,1,0,0.0,154539421.81426284,0.0,0.0,259094268.1014499,0.0,0.0,129927200.43354115,0.0,552850.0158143386,33165552.61384677,0.00036016042325984427,0.0,66294113.011456475,0.0,388400000.0,0.0
89,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,4,2,4,8,7,0,5,6,7,0,6,1,10,7,9,5,0.0,181770174.46384764,0.0,0.0,148478841.59446153,0.0,0.0,73264038.44066289,0.0,0.0,46108549.02968456,0.0,0.0,174177878.25468642,0.0,966500000.0,0.0
90,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,4,4,1,7,5,8,4,8,1,5,5,0,5,5,0,1,0.0,165850140.5583722,0.0,0.0,238141673.51656002,0.0,0.0,102811671.6963974,0.0,0.0,24162426.948826768,0.0,0.0,66294113.011456475,0.0,825700000.0,0.0
91,1,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,6,5,8,4,7,2,10,3,0,7,6,0,4,4,5,0.0,237161696.09891078,0.0,0.0,199185382.65013418,0.0,0.0,78076271.50241311,0.0,0.0,30185557.33409556,0.0,0.0,119543062.21545857,0.0,1390100000.0,0.0
92,0,1,1,1,1,1,1,0,1,0,1,0,1,0,0,1,4,6,3,3,6,3,2,7,1,1,0,3,6,10,5,0.0,176479616.8250004,0.0,0.0,185628313.09170392,0.0,0.0,86235112.72888009,0.0,1118676.6685579158,15063068.18035096,0.0002643647429204605,0.0,174231107.0742268,0.0,1261300000.0,44.459347171957035
93,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,4,3,6,1,6,0,4,0,5,5,1,8,9,6,6,0.0,173040321.3867225,0.0,3343212.5502498355,106547043.08732629,0.003905843745460573,0.0,59344433.82549998,0.0,0.0,38252859.07958989,0.0,0.0,174274596.30073237,0.0,831600000.0,0.0
94,1,0,0,1,0,0,1,1,1,0,1,0,0,1,1,2,9,1,7,1,6,1,6,3,7,8,0,5,4,2,1,0.0,224853474.54985982,0.0,1959200.268039428,154933309.49099135,0.0003390205973079973,0.0,107306943.94900325,0.0,0.0,30591224.96313769,0.0,0.0,95551972.64492762,0.0,1027900000.0,104.74663502356344
95,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,2,0,5,5,6,7,5,1,7,1,7,5,7,5,1,5,0.0,117818559.7239252,0.0,0.0,247687966.29366034,0.0,1034534.9555870624,82249684.10252997,0.0003391414045537755,0.0,49609514.85941385,0.0,0.0,111162838.60253373,0.0,571300000.0,45.28600850216202
96,0,1,1,1,0,0,1,1,0,1,1,0,1,0,0,0,0,6,3,7,8,5,6,10,5,0,5,7,1,1,2,0.0,112454988.58836943,0.0,0.0,274487811.89287984,0.0,0.0,134789407.18298376,0.0,1111578.589614778,27939401.706900492,0.0006681988086149422,0.0,80425146.24616088,0.0,946900000.0,0.0
97,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,1,6,6,2,0,4,4,0,3,1,6,3,6,6,5,5,0.0,190752725.17539954,0.0,8885810.909268433,114392792.32657647,0.0036632815246936566,7345928.445690236,46650169.32145682,0.005737043872496729,0.0,39958772.73798215,0.0,0.0,138219256.1495969,0.0,1218600000.0,481.9525203837861
98,1,1,1,0,1,0,0,1,1,0,1,1,0,1,0,4,5,10,10,1,7,5,1,2,6,1,1,6,7,7,7,0.0,323912408.298728,0.0,1974604.084532186,191797612.60811666,0.0002754249884924678,0.0,77953409.18071027,0.0,0.0,26318922.396294314,0.0,0.0,170843112.07377303,0.0,1031500000.0,152.66259221309576
99,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,2,3,6,5,5,2,4,5,3,1,1,3,4,5,7,4,0.0,182478543.38301352,0.0,0.0,177568802.16796747,0.0,0.0,83982590.31387958,0.0,1521096.3647643726,26152919.996159017,0.0001507645431851294,0.0,138907199.97521326,0.0,837700000.0,99.80642480444106
100,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,4,6,7,7,3,7,7,1,6,7,6,3,2,7,2,3,0.0,249537648.9634626,0.0,0.0,231526820.5519542,0.0,0.0,96066820.9492279,0.0,0.0,32849061.76758905,0.0,0.0,120153157.44399336,0.0,741100000.0,0.0
101,1,0,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,3,4,6,3,6,6,9,5,2,1,5,5,8,6,0.0,95213987.28559849,0.0,0.0,213939665.10251117,0.0,0.0,128749060.98480114,0.0,0.0,26334910.09460339,0.0,0.0,156339598.21059632,0.0,1224500000.0,0.0
102,0,0,0,1,0,0,1,0,0,1,0,1,1,1,0,2,1,1,5,5,4,0,2,7,10,1,1,0,1,4,9,0.0,124231115.41096926,0.0,0.0,122529913.13437451,0.0,0.0,118595547.12967968,0.0,0.0,12857587.774250694,0.0,1118200.7200712229,122385353.62681204,0.0001872273051738,1003100000.0,69.32408410263355
103,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,3,1,0,7,0,1,5,5,1,4,4,1,7,6,0.0,78453877.84187987,0.0,5230029.815159301,73315450.27094865,0.005984424836116433,0.0,85312516.46889904,0.0,0.0,27816090.33425258,0.0,0.0,123434666.40105549,0.0,1723200000.0,0.0
104,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,3,1,1,3,8,8,5,6,9,6,0,3,0,4,1,2,0.0,111738176.02288951,0.0,0.0,289324004.4608845,0.0,0.0,133053580.43425834,0.0,2927253.4213561392,8453407.696608048,0.0002196313369877715,0.0,94639238.49165699,0.0,569600000.0,249.4959403364324
105,0,1,1,1,0,1,1,1,0,1,1,1,0,0,0,3,2,1,6,0,3,5,6,6,5,7,10,10,0,7,7,0.0,139379418.20097363,0.0,4358373.475600326,113553565.23269883,0.0005975910415153164,0.0,112910645.1005051,0.0,0.0,76139371.54649335,0.0,0.0,100105457.62015328,0.0,1029800000.0,290.3236394778147
106,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,3,5,8,0,3,4,2,6,0,6,5,7,4,4,5,0.0,201817314.117871,0.0,8885810.909268433,106860238.4866137,0.010175782013037933,0.0,55749126.209561795,0.0,0.0,46766364.42826242,0.0,0.0,119543062.21545857,0.0,916200000.0,0.0
107,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,2,2,0,6,10,7,5,1,0,6,0,8,10,4,1,6,0.0,102192937.55533153,0.0,0.0,307297634.57326657,0.0,0.0,52771009.1301844,0.0,487966.831168142,42779651.3623051,4.35048172944498e-05,0.0,109657142.11399584,0.0,1203000000.0,34.745731061324015
108,1,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,6,1,5,8,5,3,2,4,7,3,1,1,5,0,2,0.0,168998851.95855054,0.0,0.0,233057570.47515005,0.0,1050409.24249169,92271720.4414396,0.0023238839963118305,0.0,22674612.19534176,0.0,0.0,69299973.72589847,0.0,1186000000.0,0.0
109,1,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,2,4,3,8,6,1,9,5,6,0,4,0,3,4,0.0,88429031.37443781,0.0,0.0,233317563.4306329,0.0,0.0,102594705.98687054,0.0,0.0,24447158.301910475,0.0,910667.1006551374,67268466.33257627,0.0003595952678495295,1068100000.0,34.497875152908094
110,0,0,1,0,1,1,0,1,1,0,0,1,1,1,1,3,7,1,2,1,7,6,4,6,3,0,5,1,2,7,5,0.0,158247805.46284032,0.0,1984873.2955273571,200478803.72368535,0.00027823066225651414,0.0,96180153.86860588,0.0,130869.28713022318,18545877.781152677,9.136731590155623e-06,0.0,124470902.91130859,0.0,1471100000.0,143.08356811851297
111,1,1,1,0,0,1,0,0,1,1,1,1,1,0,0,1,7,7,5,2,3,4,1,5,6,7,3,5,1,4,8,0.0,240736110.61674637,0.0,552209.5765700295,157106440.80131105,0.00023466314539401632,1032771.1459309931,88493738.80547373,0.0008114217189575952,0.0,40445544.25168531,0.0,0.0,116884342.30008763,0.0,1122000000.0,44.928782102921794
112,0,1,1,0,0,0,1,0,1,1,1,1,1,0,0,0,0,6,3,7,4,5,9,9,1,0,5,4,4,2,3,0.0,112454988.58836943,0.0,0.0,226798343.32886666,0.0,0.0,132722936.02058265,0.0,481478.51270352287,22537573.22754236,0.0002830192844999812,0.0,102053281.70321563,0.0,850300000.0,0.0
113,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,3,7,4,2,9,7,5,4,3,1,2,7,0,0,3,0.0,184612519.24732953,0.0,0.0,245164575.61942863,0.0,0.0,92774336.23927921,0.0,0.0,29677601.071832888,0.0,12219818.93484095,30351526.042379983,0.004865500801306463,1241300000.0,459.8038902787625
114,1,0,0,1,1,1,1,1,1,0,0,0,1,1,0,1,0,2,2,0,8,1,8,5,2,1,3,5,3,0,6,0.0,77099991.75787257,0.0,4369907.52815184,131317077.63893835,0.0018022268562840921,0.0,109274834.63792753,0.0,150505.2582401301,27724085.642938957,3.505059462445286e-05,5333029.467151267,74896439.20493636,0.0021819010754128513,1342300000.0,343.23577521754527
115,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,3,5,0,6,5,2,6,2,0,3,5,0,2,4,6,0.0,101988088.03595176,0.0,0.0,200689873.4052468,0.0,0.0,58517988.01954745,0.0,0.0,20696082.48629594,0.0,0.0,112544510.61782427,0.0,831600000.0,0.0
116,0,0,1,1,1,1,0,0,1,0,1,0,0,0,0,4,5,5,6,10,5,0,9,2,6,5,0,5,5,0,2,0.0,202782665.06692177,0.0,0.0,182660272.67043388,0.0,0.0,116043325.58031033,0.0,0.0,24162426.948826768,0.0,0.0,69299973.72589847,0.0,889900000.0,0.0
117,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,4,1,4,8,9,2,5,1,1,6,1,7,0,0.0,82177854.37813279,0.0,1959200.268039428,189573028.88953608,0.0008136494335391934,0.0,112280141.21176554,0.0,0.0,26318922.396294314,0.0,5013479.902244459,70740857.80294001,0.0020130570864771613,1330300000.0,250.43855325228526
118,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,3,2,3,2,5,8,7,1,4,2,6,2,9,1,5,0.0,133525995.04972324,0.0,2020815.5340104583,209187150.5272285,0.0008641515612920312,0.0,94449453.00648144,0.0,572675.7994764338,30386660.47440341,0.000140856612103746,0.0,138315019.97383898,0.0,417700000.0,86.47529222934256
119,1,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,3,5,3,5,2,6,7,2,2,0,4,10,1,5,9,0.0,157322016.4407137,0.0,0.0,193619314.78877616,0.0,0.0,92262765.08401714,0.0,487966.831168142,33011826.35863754,0.0001044115615066795,0.0,127944633.56289476,0.0,1233700000.0,20.929193298115173
120,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,3,3,9,5,2,3,4,3,2,1,3,6,4,10,1,2,0.0,217374199.5335608,0.0,555034.8768878557,157106440.80131105,7.89929549900132e-05,0.0,72729638.17053153,0.0,0.0,35493319.36033734,0.0,0.0,133122169.46496555,0.0,747000000.0,36.55232856800905
121,1,1,1,0,1,0,1,0,1,1,0,0,0,1,0,3,0,6,4,2,6,9,6,2,9,1,2,0,6,6,5,0.0,119252509.8856793,0.0,0.0,231199222.11785102,0.0,0.0,111650604.2826975,0.0,559338.3342789579,13903423.98391871,4.406079048674342e-05,0.0,144433354.3443391,0.0,910300000.0,45.84870177108069
122,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,2,9,0,2,5,1,1,4,3,5,3,3,5,3,7,7,0.0,135674464.19102705,0.0,0.0,151439155.4442835,0.0,0.0,90516936.7066327,0.0,0.0,31344421.666561536,0.0,0.0,141073708.86943716,0.0,874300000.0,0.0
123,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1,2,8,5,3,2,7,6,0,4,2,5,4,6,5,0,8,0.0,212372890.669498,0.0,0.0,210595761.16338146,0.0,1018660.6686824353,51760044.33566119,0.00032970020966077663,0.0,39568339.24242337,0.0,0.0,94006162.86541712,0.0,1118400000.0,45.172905937717296
124,0,0,0,0,0,0,1,1,0,1,1,1,0,1,0,3,1,5,2,1,7,7,2,5,6,1,1,0,7,1,7,7202682.504216836,134088166.03671771,0.0007584364973371304,1964334.8735370147,209991277.7959833,0.00027261931472842126,0.0,92692532.12369365,0.0,0.0,12857587.774250694,0.0,0.0,133692142.82376754,0.0,681100000.0,279.0522618651404
125,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,5,6,2,5,6,3,2,0,1,0,0,4,6,1,7,0.0,179711315.8072363,0.0,0.0,206773106.08795622,0.0,0.0,43878096.290305056,0.0,4649511.391161622,9695195.36216505,0.0010281452843158626,0.0,126815106.79993652,0.0,960600000.0,194.73286143836665
126,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,3,6,3,6,6,0,5,6,5,0,3,8,1,6,5,0.0,166672954.0019974,0.0,0.0,146841946.52894095,0.0,0.0,107616947.21560252,0.0,2927253.4213561392,26270762.1853038,0.0018302611415647626,0.0,113089000.65111418,0.0,1005200000.0,0.0
127,0,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,2,5,3,1,1,5,5,2,7,9,9,9,1,2,2,0.0,148484900.1086324,0.0,3878127.741521962,141336773.52795565,0.004518310506706473,0.0,98317332.67520222,0.0,0.0,75914620.30614576,0.0,0.0,84060866.18310496,0.0,952800000.0,0.0
128,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,2,0,6,1,4,7,0,3,5,7,10,6,1,5,0.0,77099991.75787257,0.0,0.0,180339828.74769464,0.0,0.0,64835987.44502628,0.0,0.0,58446728.656740434,0.0,0.0,117305091.0609757,0.0,199900000.0,0.0
129,1,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,0,3,2,3,7,2,2,7,4,0,2,0,3,4,9,0.0,83497824.69174261,0.0,0.0,188851129.89593345,0.0,0.0,94494573.90116078,0.0,1126153.5372280013,7332080.219521779,0.000683951987506295,0.0,134466272.32899576,0.0,1215000000.0,0.0
130,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,1,3,1,8,4,5,9,10,2,0,4,5,1,5,0.0,76431543.68310125,0.0,1974604.084532186,194499463.57840753,0.0002754249884924678,0.0,147608409.73545504,0.0,0.0,17701182.393370774,0.0,0.0,111162838.60253373,0.0,473000000.0,130.8536504683678
131,0,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1,7,3,0,5,6,5,6,0,5,0,0,0,0,0.0,139382316.28490794,0.0,0.0,113553565.23269883,0.0,0.0,112068510.66038358,0.0,2324755.695580811,11068771.68625446,0.0014279795615498095,126227445.18104434,0.0,0.1406803530126553,1124500000.0,0.0
132,0,0,1,1,0,1,1,1,0,1,1,0,0,0,1,3,5,2,9,5,0,3,5,1,0,1,7,8,5,8,10,0.0,205916260.14194593,0.0,0.0,116004983.79615441,0.0,0.0,52811167.63503672,0.0,148362.57549283892,42146585.86496392,1.1405624007093964e-05,0.0,184048834.70123428,0.0,1080100000.0,12.406432903780747
133,0,0,0,1,0,1,1,0,1,1,0,0,1,1,0,0,0,0,2,6,6,0,5,9,5,2,6,3,0,0,3,0.0,37255203.23710208,0.0,0.0,146841946.52894095,0.0,0.0,122932033.4974303,0.0,0.0,31853797.985242143,0.0,35746523.61528928,30351526.042379983,0.0397829169268357,1130400000.0,0.0
134,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,3,1,7,1,7,0,5,6,8,0,0,2,1,4,6,2,0.0,145940066.0722279,0.0,0.0,148478841.59446153,0.0,0.0,77011768.24793184,0.0,3095251.9679588852,14092235.304915495,0.00023358376094619412,0.0,118035460.94592947,0.0,702800000.0,262.6403204111771
135,0,1,0,1,0,1,1,0,0,1,1,0,1,0,0,0,9,6,4,0,5,2,4,9,0,7,5,8,0,1,2,0.0,246625213.28326058,0.0,8885810.909268433,110061574.43848997,0.010175782013037933,0.0,72854053.84616798,0.0,0.0,52374143.02112399,0.0,1118200.7200712229,53557815.768892445,0.001248182034492,1049400000.0,0.0
136,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,3,1,5,8,8,5,6,10,5,0,2,7,6,1,2,0.0,140190343.52228683,0.0,0.0,289324004.4608845,0.0,0.0,134789407.18298376,0.0,1663870.626490938,22585050.269750636,0.0003697663151069269,0.0,105794085.12385008,0.0,690800000.0,69.42846713805368
137,0,1,0,0,1,0,0,1,1,1,0,0,1,1,0,2,2,3,6,5,0,6,7,1,0,7,8,10,7,0,6,0.0,154311096.58843052,0.0,0.0,137537273.74406102,0.0,0.0,59903444.52010451,0.0,0.0,68384831.46656054,0.0,0.0,95146224.41557565,0.0,997200000.0,0.0
138,0,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,4,5,1,7,10,5,1,6,0,1,1,5,6,0,0.0,109584413.64186119,0.0,1984873.2955273571,244284200.28343338,0.0008346919867695426,0.0,91223155.81153396,0.0,2817915.532367383,12857587.774250694,0.0006205048136536317,0.0,84317877.34823732,0.0,1176700000.0,182.06760839159284
139,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,2,9,1,3,6,6,1,7,3,5,0,3,5,3,7,4,0.0,188684062.88192984,0.0,0.0,204079832.51039457,0.0,0.0,105134708.4018905,0.0,2295107.529501722,20696082.48629594,0.00020939019794320333,0.0,125937902.45636173,0.0,741100000.0,160.74662627852018
140,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,2,1,6,6,3,4,3,2,6,6,1,1,3,0,5,10,0.0,172304199.80689174,0.0,0.0,167388993.22428545,0.0,1050409.2424916902,96831107.04896954,0.0003485825994467748,0.0,21898586.41832094,0.0,0.0,105495938.72046074,0.0,1178200000.0,45.39911106660675
141,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,3,0,9,6,2,0,4,5,5,1,2,6,4,0,7,7,0.0,167421100.05585465,0.0,0.0,99885909.50154212,0.0,0.0,91270660.77715264,0.0,0.0,33478544.815998152,0.0,17873261.80764464,100105457.62015328,0.002386975015610142,1130400000.0,1380.0220660087984
142,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4,2,1,5,6,5,0,5,7,3,6,4,1,2,4,0,0.0,131919288.31926736,0.0,0.0,138724961.8150669,0.0,0.0,105495260.36683235,0.0,0.0,33292100.843263462,0.0,11286657.50231019,63275368.490582086,0.001533845290520136,417700000.0,1001.9333071116232
143,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,4,5,5,0,3,1,3,5,0,6,3,4,3,2,5,0.0,182614739.10721666,0.0,6321549.1344495425,90143923.5488522,0.007243296898299825,0.0,56050655.355505094,0.0,0.0,36046598.4426796,0.0,0.0,104240759.06493892,0.0,997200000.0,0.0
144,1,0,0,0,0,0,1,1,0,1,0,1,0,1,0,1,1,5,4,7,9,6,5,9,10,1,2,4,4,0,4,0.0,147046891.04121014,0.0,0.0,300232072.25923526,0.0,0.0,147608409.73545504,0.0,148362.57549283892,24626847.251278743,3.42168720212819e-05,0.0,71555540.28476302,0.0,644500000.0,6.015240195772483
145,1,1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,2,2,2,0,4,8,7,6,4,4,6,3,0,7,7,0.0,119714365.97456834,0.0,6321549.1344495425,146327762.10266766,0.007243296898299825,0.0,114811858.60797407,0.0,0.0,35921402.00296259,0.0,7158480.945323732,100105457.62015328,0.007892404593301627,569600000.0,0.0
146,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,3,7,1,2,1,7,1,4,5,2,0,4,6,3,0,6,0.0,158247805.46284032,0.0,3334565.357600883,164105490.41814741,0.0004663387308976862,0.0,89339760.93348372,0.0,972179.2350523631,24092218.720461875,6.890383594536611e-05,5333029.467151267,74896439.20493636,0.0007273003584709504,1567700000.0,711.752373877463
147,0,0,1,1,0,1,0,0,1,1,1,0,1,0,1,2,4,7,10,5,1,3,4,3,4,6,1,4,4,7,2,0.0,263423875.2562502,0.0,0.0,163180434.23566717,0.0,0.0,87486852.001576,0.0,0.0,32585053.787652515,0.0,0.0,123837869.82670248,0.0,1305500000.0,0.0
148,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,3,9,10,5,5,7,3,3,6,0,9,6,5,2,5,3,0.0,316148499.5045892,0.0,0.0,217739313.15848744,0.0,0.0,58926842.49039639,0.0,0.0,53497309.012329444,0.0,0.0,105203868.60890788,0.0,945200000.0,0.0
149,0,0,1,1,1,0,1,1,1,0,1,0,0,1,1,2,9,0,6,2,1,1,6,3,7,1,0,5,4,2,7,0.0,167421100.05585465,0.0,0.0,126023155.50766163,0.0,0.0,107306943.94900325,0.0,300295.32755111536,17767801.395336673,2.9092878188491404e-05,0.0,118986995.69629535,0.0,1245700000.0,20.080475679350773
150,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,3,7,0,3,1,1,1,4,2,3,2,5,6,4,7,6,0.0,121644599.3504275,0.0,1974604.084532186,118700628.29513216,0.0002754249884924678,0.0,81362914.63480873,0.0,0.0,35094140.67941117,0.0,0.0,142210150.87851104,0.0,1592300000.0,130.8536504683678
151,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,1,5,6,5,0,7,4,6,0,4,5,5,6,10,6,0.0,162790738.81847763,0.0,0.0,146137633.1823734,0.0,0.0,62318902.73577461,0.0,0.0,37333393.909299634,0.0,0.0,180388781.6587057,0.0,889900000.0,0.0
152,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1,2,8,4,5,5,4,0,8,2,1,9,8,4,4,1,6,0.0,219678615.6365205,0.0,0.0,122529913.13437451,0.0,0.0,94694851.07929048,0.0,0.0,57105372.76056796,0.0,0.0,109657142.11399584,0.0,1012800000.0,0.0
153,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,2,7,2,4,1,7,3,5,2,0,9,4,6,1,2,5,0.0,180016033.32081586,0.0,1984873.2955273571,176662897.9681399,0.0003477883278206428,0.0,55021520.85615872,0.0,0.0,50743318.20541744,0.0,5013479.902244459,94124251.45002009,0.0008387737860321508,825700000.0,416.73486350296264
154,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,2,0,5,2,2,3,9,7,8,3,3,1,5,7,7,7,0.0,98043050.03325048,0.0,2010546.3230152868,200441469.39914367,0.00035655605833328824,0.0,121448880.14622706,0.0,0.0,28105580.528124608,0.0,0.0,170843112.07377303,0.0,748700000.0,106.6821031840104
155,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,1,4,5,5,5,1,6,3,3,3,6,5,5,0,2,3,0.0,182614739.10721666,0.0,0.0,185448500.9550073,0.0,0.0,80565267.4198265,0.0,0.0,42145770.00137461,0.0,19198996.14713195,60039471.119519606,0.007700020843815136,1184300000.0,718.1188645161063
156,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,2,2,4,3,7,6,4,4,6,6,0,4,0,0,7,0.0,131830879.86908723,0.0,0.0,221353140.50764406,0.0,0.0,97686873.15404975,0.0,0.0,24447158.301910475,0.0,12219818.93484095,44193513.54513965,0.004865500801306463,690800000.0,459.8038902787625
157,1,1,0,0,1,1,1,0,1,0,0,0,1,1,1,0,0,2,5,7,1,3,5,4,7,2,2,1,4,0,5,0.0,94979303.71425684,0.0,0.0,184298790.75256568,0.0,0.0,106337197.36717674,0.0,0.0,22403857.762533523,0.0,0.0,75329742.05586098,0.0,1434500000.0,0.0
